X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Address,Latitude,Longitude,Ordinance_,Ordinance1,Ward,Neighborho,Community,Day,Tow_Zone
-93.2270810003878,44.9378100001314,777,Victory 1,2022-2023,4,271123334201,2023/02/23 00:00:00+00,12:33:00,3520 36TH ST E,44.93781,-93.227081,478.1000(b),Snow emergency parking restrictions - even number address,12,Howe,Longfellow,2,6
-93.2498829997006,44.9687359999665,778,Victory 1,2022-2023,4,271123332149,2023/02/23 00:00:00+00,12:32:00,1526 6TH ST S,44.968736,-93.249883,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.2662489998914,44.9573609997104,779,Victory 1,2022-2023,4,271123334887,2023/02/23 00:00:00+00,12:32:00,704 25TH ST E,44.957361,-93.266249,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3
-93.2918169999546,44.9895920003706,780,Victory 1,2022-2023,4,271123338586,2023/02/23 00:00:00+00,12:33:00,956 11TH AVE N,44.989592,-93.291817,478.1000(b),Snow emergency parking restrictions - even number address,5,Near - North,Near North,2,1
-93.2252440002104,44.8990820002342,781,Victory 1,2022-2023,4,271123338708,2023/02/23 00:00:00+00,12:32:00,5740 SANDER DR,44.899082,-93.225244,478.1000(b),Snow emergency parking restrictions - even number address,11,Wenonah,Nokomis,2,6
-93.2529109999427,44.91069099959,782,Victory 1,2022-2023,4,271123336189,2023/02/23 00:00:00+00,12:31:00,1520 51ST ST E,44.910691,-93.252911,478.1000(b),Snow emergency parking restrictions - even number address,11,Hale,Nokomis,2,6
-93.236758999728,44.9847429997897,783,Victory 1,2022-2023,4,271123341088,2023/02/23 00:00:00+00,12:31:00,1120 7TH ST SE,44.984743,-93.236759,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2351779996649,44.9841549996536,784,Victory 1,2022-2023,4,271123338599,2023/02/23 00:00:00+00,12:32:00,1224 7TH ST SE,44.984155,-93.235178,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2918889996776,44.9895439999557,785,Victory 1,2022-2023,4,271123338585,2023/02/23 00:00:00+00,12:32:00,954 11TH AVE N,44.989544,-93.291889,478.1000(b),Snow emergency parking restrictions - even number address,5,Near - North,Near North,2,1
-93.2362379999837,44.9582939995685,786,Victory 1,2022-2023,4,271123338113,2023/02/23 00:00:00+00,12:31:00,2430 EVERGREEN DR,44.958294,-93.236238,478.1000(b),Snow emergency parking restrictions - even number address,2,Seward,Longfellow,2,4
-93.2944019995526,44.9764210000292,787,Victory 1,2022-2023,4,271123332964,2023/02/23 00:00:00+00,01:57:00,104 18TH ST E,44.976421,-93.294402,478.1000(b),Snow emergency parking restrictions - even number address,7,Bryn - Mawr,Calhoun Isle,2,3
-93.2832319997569,44.9609659995813,788,Victory 1,2022-2023,4,271123334908,2023/02/23 00:00:00+00,01:57:00,306 22ND ST W,44.960966,-93.283232,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-93.3057359997166,44.9898699997008,789,Victory 1,2022-2023,4,271123319431,2023/02/23 00:00:00+00,01:54:00,7200 NEWTON AVE N,44.98987,-93.305736,478.1000(b),Snow emergency parking restrictions - even number address,5,Near - North,Near North,2,1
-93.2892799998721,45.0234339997793,790,Victory 1,2022-2023,4,271123327667,2023/02/23 00:00:00+00,01:56:00,3744 ALDRICH AVE N,45.023434,-93.28928,478.1000(b),Snow emergency parking restrictions - even number address,4,McKinley,Camden,2,1
-93.2827239997128,44.9609699997657,791,Victory 1,2022-2023,4,271123334907,2023/02/23 00:00:00+00,01:55:00,230 22ND ST W,44.96097,-93.282724,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-93.2907110002125,44.9488140003659,792,Victory 1,2022-2023,4,271123336510,2023/02/23 00:00:00+00,01:53:00,2934 BRYANT AVE S,44.948814,-93.290711,478.1000(b),Snow emergency parking restrictions - even number address,10,Lowry Hill East,Calhoun Isle,2,3
-93.2226100001513,44.9036159997786,793,Victory 1,2022-2023,4,271123340718,2023/02/23 00:00:00+00,01:54:00,3406 55TH ST E,44.903616,-93.22261,478.1000(b),Snow emergency parking restrictions - even number address,12,Morris Park,Nokomis,2,6
-93.282461000175,44.9609570000655,794,Victory 1,2022-2023,4,271123334906,2023/02/23 00:00:00+00,01:54:00,222 22ND ST W,44.960957,-93.282461,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-93.2993219998104,45.0071079996345,795,Victory 1,2022-2023,4,271123341315,2023/02/23 00:00:00+00,01:54:00,2642 IRVING AVE N,45.007108,-93.299322,478.1000(b),Snow emergency parking restrictions - even number address,5,Jordan,Near North,2,1
-93.2537760002622,44.9549619996966,796,Victory 1,2022-2023,4,271123337862,2023/02/23 00:00:00+00,12:31:00,2616 15TH AVE S,44.954962,-93.253776,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-93.2919400002308,44.9895120002786,797,Victory 1,2022-2023,4,271123338584,2023/02/23 00:00:00+00,12:31:00,950 11TH AVE N,44.989512,-93.29194,478.1000(b),Snow emergency parking restrictions - even number address,5,Near - North,Near North,2,1
-93.3135989998939,45.0150699998807,798,Victory 1,2022-2023,4,271123332948,2023/02/23 00:00:00+00,12:31:00,2606 33RD AVE N,45.01507,-93.313599,478.1000(b),Snow emergency parking restrictions - even number address,4,Cleveland,Camden,2,1
-93.250168000253,44.9688630004272,799,Victory 1,2022-2023,4,271123332148,2023/02/23 00:00:00+00,12:31:00,1524 6TH ST S,44.968863,-93.250168,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.2352470001489,44.9841910004144,800,Victory 1,2022-2023,4,271123338598,2023/02/23 00:00:00+00,12:30:00,1222 7TH ST SE,44.984191,-93.235247,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2189680003728,44.9215359996867,801,Victory 1,2022-2023,4,271123340714,2023/02/23 00:00:00+00,12:25:00,3708 45TH ST E,44.921536,-93.218968,478.1000(b),Snow emergency parking restrictions - even number address,12,Hiawatha,Longfellow,2,6
-93.2362990000987,44.9583979998678,802,Victory 1,2022-2023,4,271123338112,2023/02/23 00:00:00+00,12:30:00,2430 EVERGREEN DR,44.958398,-93.236299,478.1000(b),Snow emergency parking restrictions - even number address,2,Seward,Longfellow,2,4
-93.2920810004378,44.9894100000715,803,Victory 1,2022-2023,4,271123338583,2023/02/23 00:00:00+00,12:30:00,948 11TH AVE N,44.98941,-93.292081,478.1000(b),Snow emergency parking restrictions - even number address,5,Near - North,Near North,2,1
-93.3136500004471,45.0150540000421,804,Victory 1,2022-2023,4,271123332947,2023/02/23 00:00:00+00,12:29:00,2604 33RD AVE N,45.015054,-93.31365,478.1000(b),Snow emergency parking restrictions - even number address,4,Cleveland,Camden,2,1
-93.2537639997088,44.9551809999033,805,Victory 1,2022-2023,4,271123337861,2023/02/23 00:00:00+00,12:29:00,2608 15TH AVE S,44.955181,-93.253764,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-93.2553190003715,44.9106769998437,806,Victory 1,2022-2023,4,271123336188,2023/02/23 00:00:00+00,12:28:00,1326 51ST ST E,44.910677,-93.255319,478.1000(b),Snow emergency parking restrictions - even number address,11,Hale,Nokomis,2,6
-93.2922160003681,44.989324999749,807,Victory 1,2022-2023,4,271123338582,2023/02/23 00:00:00+00,12:29:00,946 11TH AVE N,44.989325,-93.292216,478.1000(b),Snow emergency parking restrictions - even number address,5,Near - North,Near North,2,1
-93.2609779996349,44.9573120001488,808,Victory 1,2022-2023,4,271123334886,2023/02/23 00:00:00+00,12:28:00,904 25TH ST E,44.957312,-93.260978,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-93.2331949999493,44.9833619999564,809,Victory 1,2022-2023,4,271123341087,2023/02/23 00:00:00+00,12:26:00,1404 7TH ST SE,44.983362,-93.233195,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2537669998471,44.9552319995572,810,Victory 1,2022-2023,4,271123337860,2023/02/23 00:00:00+00,12:28:00,2608 15TH AVE S,44.955232,-93.253767,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-93.3138929999619,45.0150600003188,811,Victory 1,2022-2023,4,271123332946,2023/02/23 00:00:00+00,12:28:00,2610 33RD AVE N,45.01506,-93.313893,478.1000(b),Snow emergency parking restrictions - even number address,4,Cleveland,Camden,2,1
-93.2344060000368,44.9838320000469,812,Victory 1,2022-2023,4,271123338597,2023/02/23 00:00:00+00,12:28:00,1314 7TH ST SE,44.983832,-93.234406,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.292237999584,44.9893029996338,813,Victory 1,2022-2023,4,271123338581,2023/02/23 00:00:00+00,12:28:00,944 11TH AVE N,44.989303,-93.292238,478.1000(b),Snow emergency parking restrictions - even number address,5,Near - North,Near North,2,1
-93.2537829996857,44.9552939997184,814,Victory 1,2022-2023,4,271123337859,2023/02/23 00:00:00+00,12:28:00,2604 15TH AVE S,44.955294,-93.253783,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-93.2843560003291,44.9487690000893,815,Victory 1,2022-2023,4,271123336507,2023/02/23 00:00:00+00,12:25:00,2948 GRAND AVE S,44.948769,-93.284356,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-93.2981339998842,45.0232009998263,816,Victory 1,2022-2023,4,271123341313,2023/02/23 00:00:00+00,12:27:00,3742 HUMBOLDT AVE N,45.023201,-93.298134,478.1000(b),Snow emergency parking restrictions - even number address,4,Folwell,Camden,2,1
-93.2504499997676,44.9690599996193,817,Victory 1,2022-2023,4,271123332147,2023/02/23 00:00:00+00,12:25:00,1508 6TH ST S,44.96906,-93.25045,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.2266450000666,44.8988640000736,818,Victory 1,2022-2023,4,271123337020,2023/02/23 00:00:00+00,12:27:00,5746 BOSSEN TERR,44.898864,-93.226645,478.1000(b),Snow emergency parking restrictions - even number address,11,Wenonah,Nokomis,2,6
-93.2537970003312,44.9554479996256,819,Victory 1,2022-2023,4,271123337858,2023/02/23 00:00:00+00,12:26:00,2600 15TH AVE S,44.955448,-93.253797,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-93.2945009996214,44.9765030002134,820,Victory 1,2022-2023,4,271123339738,2023/02/23 00:00:00+00,09:21:00,156 5TH AVE NE,44.976503,-93.294501,478.1000(b),Snow emergency parking restrictions - even number address,7,Bryn - Mawr,Calhoun Isle,2,3
-93.2339289996236,44.983621000209,821,Victory 1,2022-2023,4,271123338596,2023/02/23 00:00:00+00,12:26:00,1318 7TH ST SE,44.983621,-93.233929,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2981790001607,45.0231740003799,822,Victory 1,2022-2023,4,271123341312,2023/02/23 00:00:00+00,12:25:00,3734 HUMBOLDT AVE N,45.023174,-93.298179,478.1000(b),Snow emergency parking restrictions - even number address,4,Folwell,Camden,2,1
-93.2337769998086,44.9835519997251,823,Victory 1,2022-2023,4,271123338595,2023/02/23 00:00:00+00,12:25:00,1322 7TH ST SE,44.983552,-93.233777,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2281930004066,44.9636880001012,824,Victory 1,2022-2023,4,271123324756,2023/02/23 00:00:00+00,12:25:00,904 30TH AVE S,44.963688,-93.228193,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.232928000227,44.9832649999798,825,Victory 1,2022-2023,4,271123341086,2023/02/23 00:00:00+00,12:24:00,1408 7TH ST SE,44.983265,-93.232928,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2264540002518,44.8995340003938,826,Victory 1,2022-2023,4,271123337019,2023/02/23 00:00:00+00,12:24:00,5720 BOSSEN TERR,44.899534,-93.226454,478.1000(b),Snow emergency parking restrictions - even number address,11,Wenonah,Nokomis,2,6
-93.2337159996936,44.9835339997943,827,Victory 1,2022-2023,4,271123338594,2023/02/23 00:00:00+00,12:24:00,1324 7TH ST SE,44.983534,-93.233716,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2952360002412,44.9882149998224,828,Victory 1,2022-2023,4,271123338580,2023/02/23 00:00:00+00,12:24:00,1212 10TH AVE N,44.988215,-93.295236,478.1000(b),Snow emergency parking restrictions - even number address,5,Near - North,Near North,2,1
-93.2360209998692,44.9631179998958,829,Victory 1,2022-2023,4,271123338111,2023/02/23 00:00:00+00,12:24:00,916 25TH AVE S,44.963118,-93.236021,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.2263740001599,44.8996009998863,830,Victory 1,2022-2023,4,271123337018,2023/02/23 00:00:00+00,12:23:00,5716 BOSSEN TERR,44.899601,-93.226374,478.1000(b),Snow emergency parking restrictions - even number address,11,Wenonah,Nokomis,2,6
-93.2505679998133,44.9690880000112,831,Victory 1,2022-2023,4,271123332146,2023/02/23 00:00:00+00,12:23:00,1506 6TH ST S,44.969088,-93.250568,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.2361480003299,44.9631129996653,832,Victory 1,2022-2023,4,271123338110,2023/02/23 00:00:00+00,12:22:00,914 25TH AVE S,44.963113,-93.236148,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.3026979999127,45.0150259996502,833,Victory 1,2022-2023,4,271123332945,2023/02/23 00:00:00+00,12:22:00,1820 33RD AVE N,45.015026,-93.302698,478.1000(b),Snow emergency parking restrictions - even number address,4,Folwell,Camden,2,1
-93.2506819996745,44.9691399997113,834,Victory 1,2022-2023,4,271123332145,2023/02/23 00:00:00+00,12:22:00,1504 6TH ST S,44.96914,-93.250682,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.2624439997907,44.914357999622,835,Victory 1,2022-2023,4,271123336187,2023/02/23 00:00:00+00,12:21:00,800 49TH ST E,44.914358,-93.262444,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2529219995506,44.9573550003331,836,Victory 1,2022-2023,4,271123334885,2023/02/23 00:00:00+00,12:22:00,1524 25TH ST E,44.957355,-93.252922,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-93.232959999904,44.9832880001412,837,Victory 1,2022-2023,4,271123341085,2023/02/23 00:00:00+00,12:19:00,1410 7TH ST SE,44.983288,-93.23296,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2506530001358,44.9691160004032,838,Victory 1,2022-2023,4,271123332144,2023/02/23 00:00:00+00,12:22:00,1502 6TH ST S,44.969116,-93.250653,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.3175769998786,44.8996500003473,839,Victory 1,2022-2023,4,271123338013,2023/02/23 00:00:00+00,12:20:00,5704 WASHBURN AVE S,44.89965,-93.317577,478.1000(b),Snow emergency parking restrictions - even number address,13,Armatage,Southwest,2,5
-93.2769820002191,44.9431469998342,840,Victory 1,2022-2023,4,271123335394,2023/02/23 00:00:00+00,12:12:00,18 33RD ST W,44.943147,-93.276982,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5
-93.2843510000985,44.9488359995818,841,Victory 1,2022-2023,4,271123336506,2023/02/23 00:00:00+00,12:18:00,2946 GRAND AVE S,44.948836,-93.284351,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-93.2359019997774,44.9637199997782,842,Victory 1,2022-2023,4,271123338109,2023/02/23 00:00:00+00,12:20:00,910 25TH AVE S,44.96372,-93.235902,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.2080420001382,44.9216559998246,843,Victory 1,2022-2023,4,271123340713,2023/02/23 00:00:00+00,12:19:00,4526 45TH ST E,44.921656,-93.208042,478.1000(b),Snow emergency parking restrictions - even number address,12,Hiawatha,Longfellow,2,6
-93.2996820002241,44.964486000029,844,Victory 1,2022-2023,4,271123341262,2023/02/23 00:00:00+00,12:17:00,1606 LINCOLN AVE S,44.964486,-93.299682,478.1000(b),Snow emergency parking restrictions - even number address,7,Lowry Hill,Calhoun Isle,2,3
-93.2362889996376,44.9634380002636,845,Victory 1,2022-2023,4,271123338108,2023/02/23 00:00:00+00,12:19:00,910 25TH AVE S,44.963438,-93.236289,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.2327199996282,44.9831700000955,846,Victory 1,2022-2023,4,271123340384,2023/02/23 00:00:00+00,12:17:00,1414 7TH ST SE,44.98317,-93.23272,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2910539998422,44.9853580002716,847,Victory 1,2022-2023,4,271123338579,2023/02/23 00:00:00+00,12:18:00,842 GERTRUDE BROWN PL,44.985358,-93.291054,478.1000(b),Snow emergency parking restrictions - even number address,5,Sumner - Glenwood,Near North,2,1
-93.2081250003685,44.9216519996401,848,Victory 1,2022-2023,4,271123340712,2023/02/23 00:00:00+00,12:17:00,4522 45TH ST E,44.921652,-93.208125,478.1000(b),Snow emergency parking restrictions - even number address,12,Hiawatha,Longfellow,2,6
-93.2957980000776,45.0149770000885,849,Victory 1,2022-2023,4,271123332944,2023/02/23 00:00:00+00,12:17:00,1302 33RD AVE N,45.014977,-93.295798,478.1000(b),Snow emergency parking restrictions - even number address,4,Folwell,Camden,2,1
-93.2841430003991,44.9486259997901,850,Victory 1,2022-2023,4,271123340301,2023/02/23 00:00:00+00,12:18:00,2952 GRAND AVE S,44.948626,-93.284143,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-93.2908349996355,44.9853079997644,851,Victory 1,2022-2023,4,271123338578,2023/02/23 00:00:00+00,12:17:00,842 GERTRUDE BROWN PL,44.985308,-93.290835,478.1000(b),Snow emergency parking restrictions - even number address,5,Sumner - Glenwood,Near North,2,1
-93.2283600000139,44.9541659998611,852,Victory 1,2022-2023,4,271123324755,2023/02/23 00:00:00+00,12:16:00,2644 30TH AVE S,44.954166,-93.22836,478.1000(b),Snow emergency parking restrictions - even number address,2,Seward,Longfellow,2,4
-93.2842580003064,44.9487330002278,853,Victory 1,2022-2023,4,271123340300,2023/02/23 00:00:00+00,12:14:00,2950 GRAND AVE S,44.948733,-93.284258,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-93.2525430000593,44.9160939996384,854,Victory 1,2022-2023,4,271123336186,2023/02/23 00:00:00+00,12:16:00,1528 48TH ST E,44.916094,-93.252543,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2532470001489,44.9600779999997,855,Victory 1,2022-2023,4,271123334884,2023/02/23 00:00:00+00,12:15:00,1506 23RD ST E,44.960078,-93.253247,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-93.2325140000211,44.9830900000035,856,Victory 1,2022-2023,4,271123340383,2023/02/23 00:00:00+00,12:14:00,1422 7TH ST SE,44.98309,-93.232514,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2908040000046,44.9854970003863,857,Victory 1,2022-2023,4,271123338480,2023/02/23 00:00:00+00,12:15:00,838 GERTRUDE BROWN PL,44.985497,-93.290804,478.1000(b),Snow emergency parking restrictions - even number address,5,Sumner - Glenwood,Near North,2,1
-93.2907059999819,44.9855140002709,858,Victory 1,2022-2023,4,271123338479,2023/02/23 00:00:00+00,12:15:00,836 GERTRUDE BROWN PL,44.985514,-93.290706,478.1000(b),Snow emergency parking restrictions - even number address,5,Sumner - Glenwood,Near North,2,1
-93.2241849999377,44.9357850002776,859,Victory 1,2022-2023,4,271123334200,2023/02/23 00:00:00+00,12:14:00,3314 37TH ST E,44.935785,-93.224185,478.1000(b),Snow emergency parking restrictions - even number address,12,Howe,Longfellow,2,6
-93.2258270001159,44.8999069996084,860,Victory 1,2022-2023,4,271123337016,2023/02/23 00:00:00+00,12:14:00,5712 BOSSEN TERR,44.899907,-93.225827,478.1000(b),Snow emergency parking restrictions - even number address,11,Wenonah,Nokomis,2,6
-93.2843449998218,44.9489729996043,861,Victory 1,2022-2023,4,271123336505,2023/02/23 00:00:00+00,12:12:00,2944 GRAND AVE S,44.948973,-93.284345,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-93.228351999645,44.9541849998379,862,Victory 1,2022-2023,4,271123324754,2023/02/23 00:00:00+00,12:14:00,2638 30TH AVE S,44.954185,-93.228352,478.1000(b),Snow emergency parking restrictions - even number address,2,Seward,Longfellow,2,4
-93.2528869997352,44.960040000046,863,Victory 1,2022-2023,4,271123334883,2023/02/23 00:00:00+00,12:14:00,1522 23RD ST E,44.96004,-93.252887,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-93.2906659999359,44.9855789996711,864,Victory 1,2022-2023,4,271123338478,2023/02/23 00:00:00+00,12:13:00,834 GERTRUDE BROWN PL,44.985579,-93.290666,478.1000(b),Snow emergency parking restrictions - even number address,5,Sumner - Glenwood,Near North,2,1
-93.255061000165,44.9527619998665,865,Victory 1,2022-2023,4,271123337857,2023/02/23 00:00:00+00,12:13:00,2724 14TH AVE S,44.952762,-93.255061,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-93.2529200003577,44.9600810001381,866,Victory 1,2022-2023,4,271123334882,2023/02/23 00:00:00+00,12:13:00,1524 23RD ST E,44.960081,-93.25292,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-93.3175860002936,44.8965169997598,867,Victory 1,2022-2023,4,271123338012,2023/02/23 00:00:00+00,12:11:00,5854 WASHBURN AVE S,44.896517,-93.317586,478.1000(b),Snow emergency parking restrictions - even number address,13,Armatage,Southwest,2,5
-93.2256740002549,44.8999489997466,868,Victory 1,2022-2023,4,271123337015,2023/02/23 00:00:00+00,12:12:00,5710 BOSSEN TERR,44.899949,-93.225674,478.1000(b),Snow emergency parking restrictions - even number address,11,Wenonah,Nokomis,2,6
-93.2528309998507,44.9600680004379,869,Victory 1,2022-2023,4,271123334881,2023/02/23 00:00:00+00,12:12:00,1526 23RD ST E,44.960068,-93.252831,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-93.2981040002994,45.0087360000664,870,Victory 1,2022-2023,4,271123341311,2023/02/23 00:00:00+00,12:12:00,2800 HUMBOLDT AVE N,45.008736,-93.298104,478.1000(b),Snow emergency parking restrictions - even number address,5,Jordan,Near North,2,1
-93.225605999817,44.9360140000461,871,Victory 1,2022-2023,4,271123334199,2023/02/23 00:00:00+00,12:11:00,3220 37TH ST E,44.936014,-93.225606,478.1000(b),Snow emergency parking restrictions - even number address,12,Howe,Longfellow,2,6
-93.2256089999553,44.9000069997233,872,Victory 1,2022-2023,4,271123337014,2023/02/23 00:00:00+00,12:11:00,5704 BOSSEN TERR,44.900007,-93.225609,478.1000(b),Snow emergency parking restrictions - even number address,11,Wenonah,Nokomis,2,6
-93.2409240002424,44.9838689999544,873,Victory 1,2022-2023,4,271123338593,2023/02/23 00:00:00+00,12:11:00,922 5TH ST SE,44.983869,-93.240924,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2863060003216,45.0149190001118,874,Victory 1,2022-2023,4,271123332943,2023/02/23 00:00:00+00,12:11:00,424 33RD AVE N,45.014919,-93.286306,478.1000(b),Snow emergency parking restrictions - even number address,4,McKinley,Camden,2,1
-93.2569690000193,44.916128000307,875,Victory 1,2022-2023,4,271123336185,2023/02/23 00:00:00+00,12:11:00,1206 48TH ST E,44.916128,-93.256969,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-93.2526830002203,44.960050999654,876,Victory 1,2022-2023,4,271123334880,2023/02/23 00:00:00+00,12:11:00,1530 23RD ST E,44.960051,-93.252683,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-93.255041000142,44.9543730004137,877,Victory 1,2022-2023,4,271123337856,2023/02/23 00:00:00+00,12:11:00,2634 14TH AVE S,44.954373,-93.255041,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3
-93.2341910000146,44.967353000041,878,Victory 1,2022-2023,4,271123338107,2023/02/23 00:00:00+00,12:11:00,2608 6TH ST S,44.967353,-93.234191,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.2173579998718,44.9251990004336,879,Victory 1,2022-2023,4,271123340711,2023/02/23 00:00:00+00,12:10:00,3804 43RD ST E,44.925199,-93.217358,478.1000(b),Snow emergency parking restrictions - even number address,12,Hiawatha,Longfellow,2,6
-93.2409149998274,44.9838590003926,880,Victory 1,2022-2023,4,271123338592,2023/02/23 00:00:00+00,12:10:00,924 5TH ST SE,44.983859,-93.240915,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2254639995639,44.9000390002997,881,Victory 1,2022-2023,4,271123337013,2023/02/23 00:00:00+00,12:09:00,5700 BOSSEN TERR,44.900039,-93.225464,478.1000(b),Snow emergency parking restrictions - even number address,11,Wenonah,Nokomis,2,6
-93.2408309995509,44.9838190003466,882,Victory 1,2022-2023,4,271123338591,2023/02/23 00:00:00+00,12:08:00,926 5TH ST SE,44.983819,-93.240831,478.1000(b),Snow emergency parking restrictions - even number address,3,Marcy Holmes,University,2,4
-93.2775419999633,44.9431510000187,883,Victory 1,2022-2023,4,271123335393,2023/02/23 00:00:00+00,12:07:00,8 33RD ST W,44.943151,-93.277542,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5
-93.2338499995778,44.965418999887,884,Victory 1,2022-2023,4,271123338106,2023/02/23 00:00:00+00,12:08:00,2612 8TH ST S,44.965419,-93.23385,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.2139819997694,44.9078899999236,885,Victory 1,2022-2023,4,271123312694,2023/02/23 00:00:00+00,12:08:00,5236 41ST AVE S,44.90789,-93.213982,478.1000(b),Snow emergency parking restrictions - even number address,12,Minnehaha,Nokomis,2,6
-93.2884979997828,45.0122540004218,886,Victory 1,2022-2023,4,271123332942,2023/02/23 00:00:00+00,12:08:00,706 31ST AVE N,45.012254,-93.288498,478.1000(b),Snow emergency parking restrictions - even number address,5,Hawthorne,Near North,2,1
-93.2273239999026,44.935983999562,887,Victory 1,2022-2023,4,271123334198,2023/02/23 00:00:00+00,12:08:00,3112 37TH ST E,44.935984,-93.227324,478.1000(b),Snow emergency parking restrictions - even number address,12,Howe,Longfellow,2,6
-93.2337179997858,44.9653559996797,888,Victory 1,2022-2023,4,271123338105,2023/02/23 00:00:00+00,12:08:00,2612 8TH ST S,44.965356,-93.233718,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.23102599975,44.9837249996091,889,Victory 1,2022-2023,4,271123340382,2023/02/23 00:00:00+00,12:06:00,1504 8TH ST SE,44.983725,-93.231026,478.1000(b),Snow emergency parking restrictions - even number address,2,University of Minnesota,University,2,4
